,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
152771,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,O,C,A,A,G,E,H,L,K,BI,CO,A,AS,S,A,P,HV,0.333085,0.785784,0.298977,0.796346,0.816533,0.579641,0.403892,0.7808,0.43318,0.52775,0.4922,0.500382,0.733672,0.718544,2805.12
153133,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,B,D,B,B,B,B,C,B,B,C,A,A,A,A,A,D,B,D,E,C,A,P,H,C,A,A,E,F,I,F,B,G,AI,E,AI,AX,A,K,DP,0.520698,0.422197,0.54977,0.452887,0.499798,0.314683,0.370419,0.58354,0.46226,0.38016,0.341813,0.352251,0.339244,0.342198,6751.61
153146,A,B,A,A,A,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,A,B,C,B,C,B,A,A,A,A,A,C,D,E,E,G,E,R,N,L,A,A,H,E,G,I,F,BI,CO,A,AN,S,A,N,HX,0.66248,0.737068,0.201309,0.761209,0.82168,0.674155,0.44376,0.5245,0.68419,0.72223,0.441763,0.432101,0.689974,0.259392,3652.03
153420,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,G,C,A,A,D,E,J,H,B,BI,EG,A,AF,BM,A,L,CK,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.280409,2371.72
153444,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,B,B,A,C,B,B,B,A,A,A,B,A,D,D,D,E,A,A,P,K,A,A,A,G,H,F,F,D,BI,CL,E,AF,AN,A,J,HK,0.487367,0.555782,0.844219,0.229617,0.281143,0.500353,0.86201,0.39455,0.5042,0.45017,0.805285,0.800726,0.287682,0.283923,4522.29
153647,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,B,D,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,A,A,A,I,E,H,H,G,BI,EB,E,A,Y,A,O,KW,0.881655,0.199504,0.150744,0.614134,0.473767,0.645662,0.398912,0.44106,0.90264,0.81591,0.511698,0.519456,0.789182,0.411928,2601.78
154195,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,J,A,A,B,K,G,F,H,G,BU,DW,A,M,S,A,P,LY,0.894333,0.299102,0.356819,0.802892,0.594196,0.838765,0.557638,0.68823,0.91644,0.8351,0.888438,0.879347,0.861364,0.76379,1851.64
154473,A,B,A,A,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,E,E,A,A,S,G,J,B,C,F,D,G,E,I,AB,BP,A,E,X,A,J,GC,0.623912,0.100099,0.150744,0.83324,0.422268,0.434866,0.374918,0.54236,0.427,0.52221,0.26014,0.255941,0.330336,0.802008,4758.55
155395,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,A,A,D,B,A,A,A,G,G,F,E,A,AB,CR,G,AS,Q,A,I,HK,0.597726,0.681761,0.57136,0.705434,0.413817,0.534111,0.395721,0.25461,0.58325,0.66572,0.588753,0.630853,0.315758,0.718163,2104.11
155857,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,K,A,A,A,G,I,F,F,D,BI,BT,A,AF,AG,C,J,HV,0.389196,0.785784,0.909173,0.222469,0.288217,0.538498,0.80464,0.37754,0.5042,0.45567,0.853569,0.884122,0.266328,0.220435,2276.57
156008,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,A,A,P,K,A,A,A,J,L,E,E,H,BI,CL,C,E,BD,C,H,LG,0.568128,0.737068,0.944251,0.422727,0.281143,0.679813,0.999975,0.36636,0.56062,0.68039,0.988937,0.987291,0.279556,0.384327,1022.02
156252,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,A,C,D,C,E,E,D,T,J,C,A,A,E,E,J,L,K,BI,EB,A,AS,Y,A,P,DF,0.281338,0.620805,0.484196,0.753703,0.577339,0.37598,0.355246,0.81542,0.32128,0.41743,0.284869,0.279884,0.663739,0.729449,575.27
156496,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,K,A,A,A,G,E,G,I,F,BI,BT,A,N,AX,J,O,HK,0.682905,0.620805,0.484196,0.432728,0.534484,0.66688,0.477589,0.57187,0.73271,0.75234,0.588753,0.576121,0.768525,0.603566,5321.55
156605,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,I,A,A,C,E,E,I,J,K,BI,EB,A,J,AE,A,O,DJ,0.360665,0.488789,0.440642,0.373816,0.310061,0.419901,0.399267,0.31796,0.32496,0.36974,0.294499,0.289207,0.608259,0.377909,981.12
156800,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,C,C,E,E,A,K,H,D,A,A,E,E,H,F,A,K,BT,A,E,AW,A,I,DJ,0.289618,0.199504,0.356819,0.327354,0.397069,0.26952,0.334335,0.33906,0.28066,0.30529,0.24541,0.261799,0.181433,0.802013,1640.02
156897,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,C,D,E,C,A,P,I,A,A,A,E,E,H,F,B,Q,AI,A,AE,AW,E,K,DJ,0.455585,0.299102,0.356819,0.327354,0.674529,0.312153,0.331048,0.2638,0.33237,0.28677,0.24541,0.261799,0.276878,0.19458,923
157356,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,C,B,A,A,A,A,A,C,B,E,E,G,E,R,J,C,A,A,H,E,G,I,F,BI,AI,A,Y,Y,A,N,IC,0.642763,0.358319,0.174588,0.782772,0.517162,0.662161,0.455117,0.88451,0.67689,0.70866,0.434083,0.424625,0.687115,0.430538,1162.98
157397,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,E,A,P,K,A,A,A,D,G,H,H,B,BI,EL,A,AW,BJ,C,L,EH,0.266349,0.245921,0.944251,0.284048,0.281143,0.325949,0.481161,0.48864,0.25753,0.26894,0.558237,0.546052,0.30435,0.837717,878.86
157907,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,C,A,D,B,C,E,A,C,T,L,C,A,A,K,G,G,G,G,BI,EG,C,K,L,A,N,LM,0.893232,0.15999,0.230975,0.705434,0.281143,0.665834,0.377559,0.75964,0.93383,0.7877,0.757468,0.74464,0.751507,0.360742,3363.47
157962,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,B,A,A,A,E,E,J,M,K,BI,BT,G,A,AS,A,Q,DF,0.283689,0.620805,0.484196,0.383428,0.491114,0.365282,0.370419,0.47073,0.32128,0.41743,0.284869,0.279884,0.725783,0.400454,3293.4
158363,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,J,D,A,A,F,E,H,F,B,BI,EG,K,AN,K,A,K,HA,0.493164,0.299102,0.246911,0.821574,0.811271,0.331398,0.32092,0.39455,0.39648,0.32935,0.341813,0.335036,0.290422,0.286031,4487.05
158427,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,E,D,T,B,A,A,H,H,E,I,N,K,K,DW,A,AG,AJ,A,S,FR,0.200307,0.488789,0.150744,0.259793,0.543117,0.497413,0.498179,0.36636,0.3268,0.2123,0.415029,0.40609,0.720444,0.781848,1976.46
158531,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,B,C,E,C,A,D,M,A,A,A,F,G,H,E,A,AB,CO,C,AN,M,C,I,GS,0.490265,0.199504,0.484196,0.493605,0.491114,0.312911,0.373878,0.39455,0.33237,0.37493,0.445614,0.443374,0.226765,0.469631,1945.93
158874,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,D,G,C,T,F,F,A,D,K,E,D,G,G,BI,EF,C,AS,Y,A,P,LQ,0.961159,0.681761,0.26357,0.802892,0.397069,0.943707,0.619802,0.58354,0.97621,0.8351,0.797841,0.785706,0.870644,0.719009,5005.71
159081,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,G,A,P,F,A,A,A,I,F,E,D,D,BI,BT,G,AS,AO,A,I,KC,0.812885,0.422197,0.201309,0.29243,0.302678,0.680324,0.835049,0.2501,0.61751,0.77634,0.603774,0.590961,0.372852,0.715022,102.89
159314,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,C,A,B,D,E,J,G,B,BI,CS,A,AH,AE,A,K,CK,0.305371,0.488789,0.711159,0.412789,0.422268,0.220282,0.303334,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.236785,4068.05
159450,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,A,A,D,B,C,E,E,D,T,G,G,A,A,E,E,J,K,K,BI,C,A,N,BJ,A,P,DP,0.29201,0.245921,0.462347,0.267727,0.517162,0.340317,0.386905,0.47669,0.25753,0.27777,0.324486,0.318249,0.569546,0.599804,4009.82
159636,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,C,A,A,A,A,A,D,B,C,E,E,A,D,G,L,A,A,D,D,J,F,A,BI,EG,E,AN,K,A,J,DC,0.359329,0.199504,0.201309,0.83324,0.281143,0.218068,0.239536,0.4293,0.33987,0.29595,0.180456,0.178698,0.210818,0.283508,3154
159924,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,D,B,D,B,B,A,A,C,B,B,C,A,A,A,A,A,C,D,C,E,E,A,K,H,A,A,H,D,F,I,I,A,BI,CL,A,AN,BN,A,L,EC,0.189391,0.555782,0.944251,0.432728,0.902259,0.329836,0.439136,0.51256,0.29269,0.32446,0.453334,0.443374,0.354344,0.272039,8873.29
160504,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,C,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,K,A,A,A,A,H,H,F,B,BI,CM,A,AN,AK,F,J,CQ,0.497513,0.827585,0.002634,0.284048,0.356315,0.364464,0.389953,0.3128,0.46017,0.47225,0.724569,0.71142,0.321548,0.286091,11802.43
161221,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,F,A,A,F,F,F,F,D,BI,AC,A,E,AT,A,K,HC,0.491714,0.299102,0.527991,0.309621,0.364322,0.480076,0.89531,0.45883,0.5084,0.42828,0.535044,0.523266,0.312885,0.806617,2812.49
162081,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,A,A,B,G,H,H,F,B,BI,W,A,U,AX,F,K,HK,0.50911,0.299102,0.61366,0.432728,0.465115,0.36774,0.479166,0.3128,0.42289,0.37493,0.661688,0.648446,0.293178,0.295676,731.31
162427,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,A,B,D,D,A,A,A,G,H,D,D,C,E,C,D,T,G,C,A,A,G,F,G,J,K,BI,W,A,E,AX,A,N,HK,0.45271,0.358319,0.54977,0.432728,0.281143,0.575049,0.598776,0.65663,0.4832,0.57716,0.625936,0.612906,0.617748,0.82036,10895.63
163128,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,B,H,D,B,C,B,A,C,T,F,A,A,A,M,G,F,G,G,BI,EG,E,AS,L,A,N,KA,0.894333,0.358319,0.139862,0.661283,0.281143,0.731498,0.447418,0.75964,0.93383,0.7877,0.797841,0.810292,0.751507,0.708629,1614.84
163525,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,B,B,H,D,B,D,E,E,A,P,F,G,B,A,D,E,K,H,B,AB,EG,A,AH,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.2538,3354.45
163661,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,N,D,A,B,F,F,H,J,K,BI,BP,A,AV,BM,A,O,GS,0.40726,0.245921,0.61366,0.383428,0.805895,0.503587,0.487817,0.70342,0.39447,0.46119,0.430255,0.519456,0.617748,0.318467,1558.56
164251,A,B,B,B,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,D,B,D,C,B,D,D,D,A,B,A,A,D,B,C,D,E,C,T,H,I,A,A,D,D,I,F,G,BI,CS,C,AP,L,A,O,DD,0.69163,0.15999,0.246911,0.730249,0.281143,0.368834,0.304733,0.48864,0.71422,0.26029,0.192281,0.190178,0.493334,0.358606,2722.04
164824,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,A,A,C,B,C,E,A,C,T,N,D,A,B,K,F,F,H,G,BI,EG,A,U,L,E,O,LM,0.894333,0.358319,0.26357,0.705434,0.281143,0.808048,0.555567,0.76827,0.93383,0.7877,0.757468,0.772574,0.81255,0.297381,520
165364,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,B,D,A,C,C,E,K,H,B,K,EB,A,AS,AE,A,L,CI,0.280167,0.299102,0.506105,0.354893,0.302678,0.186254,0.313014,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.726824,1594.05
165368,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,E,E,E,A,S,I,A,A,B,E,F,J,J,I,BI,EA,A,U,BC,A,M,DJ,0.241109,0.681761,0.462347,0.844287,0.551723,0.26952,0.317595,0.53642,0.30859,0.33428,0.301022,0.295524,0.437003,0.293883,801.97
165491,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,A,D,D,A,A,A,B,B,D,A,A,A,A,A,C,D,C,E,C,A,K,I,A,A,A,E,F,G,G,D,BI,CI,G,AN,AT,A,K,DX,0.241109,0.245921,0.792378,0.364302,0.422268,0.385129,0.512834,0.55421,0.39447,0.26459,0.422624,0.413475,0.241098,0.270264,6937.38
166200,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,H,C,A,A,D,E,H,F,B,N,CG,C,AV,BM,A,J,DC,0.465671,0.15999,0.37718,0.483397,0.689594,0.303881,0.353778,0.36083,0.36091,0.36458,0.223038,0.230661,0.268941,0.313547,606.48
